Code,geography,Currency,year,gdppercap
CNSX,China: Shanxi,USD,2003,1014.9
CNSX,China: Shanxi,USD,2004,1260.2
CNSX,China: Shanxi,USD,2005,1479.3
CNSX,China: Shanxi,USD,2006,1703.9
CNSX,China: Shanxi,USD,2007,2158.1
CNSX,China: Shanxi,USD,2008,2997.3
CNSX,China: Shanxi,USD,2009,3050.3
CNSX,China: Shanxi,USD,2010,3800.9
CNSX,China: Shanxi,USD,2011,4845.8
CNSX,China: Shanxi,USD,2012,5322.1
CNSX,China: Shanxi,USD,2013,5615.7
CNSX,China: Shanxi,USD,2014,5710
CNSX,China: Shanxi,USD,2015,5720
CNSX,China: Shanxi,USD,2016,5760
CNSX,China: Shanxi,USD,2017,5970
CNSX,China: Shanxi,USD,2018,6270
CNSX,China: Shanxi,USD,2019,6640
CNSX,China: Shanxi,USD,2020,7390
CNSC,China: Sichuan,USD,1996,347.2
CNSC,China: Sichuan,USD,1997,405.2
CNSC,China: Sichuan,USD,1998,451.5
CNSC,China: Sichuan,USD,1999,496.8
CNSC,China: Sichuan,USD,2000,565.8
CNSC,China: Sichuan,USD,2001,619.7
CNSC,China: Sichuan,USD,2002,684.4
CNSC,China: Sichuan,USD,2003,775.6
CNSC,China: Sichuan,USD,2004,931.7
CNSC,China: Sichuan,USD,2005,1094.5
CNSC,China: Sichuan,USD,2006,1322.4
CNSC,China: Sichuan,USD,2007,1695
CNSC,China: Sichuan,USD,2008,2239.2
CNSC,China: Sichuan,USD,2009,2574.5
CNSC,China: Sichuan,USD,2010,3152.7
CNSC,China: Sichuan,USD,2011,4077.4
CNSC,China: Sichuan,USD,2012,4773.3
CNSC,China: Sichuan,USD,2013,5386.5
CNSC,China: Sichuan,USD,2014,5940
CNSC,China: Sichuan,USD,2015,6530
CNSC,China: Sichuan,USD,2016,7240
CNSC,China: Sichuan,USD,2017,7920
CNSC,China: Sichuan,USD,2018,8630
CNSC,China: Sichuan,USD,2019,9400
CNSC,China: Sichuan,USD,2020,10570
CNTJ,China: Tianjin,USD,1996,1476.4
CNTJ,China: Tianjin,USD,1997,1643.9
CNTJ,China: Tianjin,USD,1998,1753.6
CNTJ,China: Tianjin,USD,1999,1866.5
CNTJ,China: Tianjin,USD,2000,2049.6
CNTJ,China: Tianjin,USD,2001,2255.5
CNTJ,China: Tianjin,USD,2002,2464.2
CNTJ,China: Tianjin,USD,2003,2878.7
CNTJ,China: Tianjin,USD,2004,3385.3
CNTJ,China: Tianjin,USD,2005,3960.4
CNTJ,China: Tianjin,USD,2006,4659.9
CNTJ,China: Tianjin,USD,2007,5532.7
CNTJ,China: Tianjin,USD,2008,7852.6
CNTJ,China: Tianjin,USD,2009,8713.7
CNTJ,China: Tianjin,USD,2010,10517.8
CNTJ,China: Tianjin,USD,2011,13179
CNTJ,China: Tianjin,USD,2012,15020.7
CNTJ,China: Tianjin,USD,2013,16677
CNTJ,China: Tianjin,USD,2014,18030
CNTJ,China: Tianjin,USD,2015,19670
CNTJ,China: Tianjin,USD,2016,21540
CNTJ,China: Tianjin,USD,2017,23240
CNTJ,China: Tianjin,USD,2018,24980
CNTJ,China: Tianjin,USD,2019,26750
CNTJ,China: Tianjin,USD,2020,29970
CNTB,China: Tibet,USD,1996,326.9
CNTB,China: Tibet,USD,1997,381.5
CNTB,China: Tibet,USD,1998,441.5
CNTB,China: Tibet,USD,1999,496.8
CNTB,China: Tibet,USD,2000,534
CNTB,China: Tibet,USD,2001,622.4
CNTB,China: Tibet,USD,2002,715.6
CNTB,China: Tibet,USD,2003,807.3
CNTB,China: Tibet,USD,2004,949.5
CNTB,China: Tibet,USD,2005,1080.3
CNTB,China: Tibet,USD,2006,1271.1
CNTB,China: Tibet,USD,2007,1548.4
CNTB,China: Tibet,USD,2008,1933.8
CNTB,China: Tibet,USD,2009,2174.1
CNTB,China: Tibet,USD,2010,2493.7
CNTB,China: Tibet,USD,2011,3087.6
CNTB,China: Tibet,USD,2012,3613.8
CNTB,China: Tibet,USD,2013,4191.2
CNTB,China: Tibet,USD,2014,4760
CNTB,China: Tibet,USD,2015,5410
CNTB,China: Tibet,USD,2016,6220
CNTB,China: Tibet,USD,2017,7130
CNTB,China: Tibet,USD,2018,8190
CNTB,China: Tibet,USD,2019,9320
CNTB,China: Tibet,USD,2020,10530
CNXJ,China: Xinjiang,USD,1996,635.9
CNXJ,China: Xinjiang,USD,1997,719.6
CNXJ,China: Xinjiang,USD,1998,749
CNXJ,China: Xinjiang,USD,1999,767.6
CNXJ,China: Xinjiang,USD,2000,876.1
CNXJ,China: Xinjiang,USD,2001,941.9
CNXJ,China: Xinjiang,USD,2002,1003.4
CNXJ,China: Xinjiang,USD,2003,1156.6
CNXJ,China: Xinjiang,USD,2004,1334.7
CNXJ,China: Xinjiang,USD,2005,1566.3
CNXJ,China: Xinjiang,USD,2006,1855.3
CNXJ,China: Xinjiang,USD,2007,2217.5
CNXJ,China: Xinjiang,USD,2008,2841.6
CNXJ,China: Xinjiang,USD,2009,2913.5
CNXJ,China: Xinjiang,USD,2010,3677
CNXJ,China: Xinjiang,USD,2011,4620.1
CNXJ,China: Xinjiang,USD,2012,5295.8
CNXJ,China: Xinjiang,USD,2013,5928.3
CNXJ,China: Xinjiang,USD,2014,6350
CNXJ,China: Xinjiang,USD,2015,6830
CNXJ,China: Xinjiang,USD,2016,7380
CNXJ,China: Xinjiang,USD,2017,7900
CNXJ,China: Xinjiang,USD,2018,8540
CNXJ,China: Xinjiang,USD,2019,9360
CNXJ,China: Xinjiang,USD,2020,10500
CNYN,China: Yunnan,USD,1996,451.6
CNYN,China: Yunnan,USD,1997,492.5
CNYN,China: Yunnan,USD,1998,530.2
CNYN,China: Yunnan,USD,1999,541.1
CNYN,China: Yunnan,USD,2000,563.1
CNYN,China: Yunnan,USD,2001,593.5
CNYN,China: Yunnan,USD,2002,637.6
CNYN,China: Yunnan,USD,2003,700.1
CNYN,China: Yunnan,USD,2004,838.8
CNYN,China: Yunnan,USD,2005,948.9
CNYN,China: Yunnan,USD,2006,1118.4
CNYN,China: Yunnan,USD,2007,1379.1
CNYN,China: Yunnan,USD,2008,1802.5
CNYN,China: Yunnan,USD,2009,1976.4
CNYN,China: Yunnan,USD,2010,2318.6
CNYN,China: Yunnan,USD,2011,2974.7
CNYN,China: Yunnan,USD,2012,3512.8
CNYN,China: Yunnan,USD,2013,4048.8
CNYN,China: Yunnan,USD,2014,4440
CNYN,China: Yunnan,USD,2015,4760
CNYN,China: Yunnan,USD,2016,5160
CNYN,China: Yunnan,USD,2017,5520
CNYN,China: Yunnan,USD,2018,5900
CNYN,China: Yunnan,USD,2019,6300
CNYN,China: Yunnan,USD,2020,7030
CNZJ,China: Zhejiang,USD,1996,1146.5
CNZJ,China: Zhejiang,USD,1997,1269.5
CNZJ,China: Zhejiang,USD,1998,1350.5
CNZJ,China: Zhejiang,USD,1999,1431.6
CNZJ,China: Zhejiang,USD,2000,1585.8
CNZJ,China: Zhejiang,USD,2001,1751.1
CNZJ,China: Zhejiang,USD,2002,1999.5
CNZJ,China: Zhejiang,USD,2003,2386.6
CNZJ,China: Zhejiang,USD,2004,2820.3
CNZJ,China: Zhejiang,USD,2005,3236.2
CNZJ,China: Zhejiang,USD,2006,3838.2
CNZJ,China: Zhejiang,USD,2007,4728.6
CNZJ,China: Zhejiang,USD,2008,5831.2
CNZJ,China: Zhejiang,USD,2009,6264
CNZJ,China: Zhejiang,USD,2010,7514.3
CNZJ,China: Zhejiang,USD,2011,9062.1
CNZJ,China: Zhejiang,USD,2012,9827
CNZJ,China: Zhejiang,USD,2013,10721.9
CNZJ,China: Zhejiang,USD,2014,11430
CNZJ,China: Zhejiang,USD,2015,12370
CNZJ,China: Zhejiang,USD,2016,13460
CNZJ,China: Zhejiang,USD,2017,14410
CNZJ,China: Zhejiang,USD,2018,15330
CNZJ,China: Zhejiang,USD,2019,16200
CNZJ,China: Zhejiang,USD,2020,18090
